,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,year,social_support
40,41,Kuwait,Middle East and Northern Africa,6.239,4.008147215,2.833142704,2.999743514,1.19723341,2.148245957,2016,3.262494158
41,42,Bahrain,Middle East and Northern Africa,6.218,3.569693376,2.927938824,3.292240397,1.285872927,2.339118459,2016,3.50930583
42,43,Trinidad and Tobago,Latin America and Caribbean,6.168,3.285850901,2.34463294,3.367154068,2.394841776,0.1126356514,2016,3.664404233
43,44,Venezuela,Latin America and Caribbean,6.084,2.809847171,2.758936997,1.37923156,0.3187123077,0.7536877109,2016,3.840358389
44,45,Slovakia,Central and Eastern Europe,6.078,3.171862817,3.136115916,1.625515464,1.037652283,0.2674756363,2016,4.024974561
45,46,El Salvador,Latin America and Caribbean,6.068,2.16550096,2.656252343,2.589942108,0.6656962719,0.9632571863,2016,3.010329137
46,47,Malaysia,Southeastern Asia,6.005,3.101695331,2.77952741,2.712389128,3.110182177,0.8242097907,2016,3.272420158
47,48,Nicaragua,Latin America and Caribbean,5.992,1.71971064,2.906412484,3.237132288,2.23271095,1.478694627,2016,3.328035501
48,49,Uzbekistan,Central and Eastern Europe,5.987,1.823982845,2.235664199,4.228522294,2.57414557,2.57155996,2016,4.34253222
49,50,Italy,Western Europe,5.977,3.358298644,3.792825283,1.308348495,1.251152033,0.2319876913,2016,3.872515656
50,51,Ecuador,Latin America and Caribbean,5.976,2.411768758,3.057943658,2.798491204,0.755460656,1.637074331,2016,3.196172118
51,52,Belize,Latin America and Caribbean,5.956,2.17159817,2.030918842,3.56020618,1.776089952,0.9775975835,2016,2.552320431
52,53,Japan,Eastern Asia,5.921,3.420559585,4.077570186,3.249571571,0.7667093257,1.723116714,2016,3.942666827
53,54,Kazakhstan,Central and Eastern Europe,5.919,3.047192223,2.557578808,2.815864504,1.125691871,1.010362668,2016,3.551946738
54,55,Moldova,Central and Eastern Europe,5.897,1.714580061,2.331307111,1.751367651,1.499597651,0.1727201004,2016,3.090517837
55,56,Russia,Central and Eastern Europe,5.856,3.054256063,2.629110436,2.271176795,0.205175735,0.3254725591,2016,3.913186234
56,57,Poland,Central and Eastern Europe,5.835,3.08788986,3.077776414,3.140397753,1.083096908,0.4991910416,2016,3.89177284
57,57,South Korea,Eastern Asia,5.835,3.369526433,3.95072968,1.749004882,1.411633054,0.7003196504,2016,2.683886406
58,59,Bolivia,Latin America and Caribbean,5.822,1.968506549,2.0933586,3.541443016,1.627157565,0.7030425106,2016,3.114570729
59,60,Lithuania,Central and Eastern Europe,5.813,3.145763784,2.882390336,1.315436802,0.1518570407,0.1651868538,2016,3.955938671
60,61,Belarus,Central and Eastern Europe,5.802,2.802287622,2.812418588,2.02162671,1.045526352,1.584432366,2016,3.903223058
62,63,Slovenia,Central and Eastern Europe,5.768,3.220789209,3.527601161,3.694536537,1.930121736,0.3299198975,2016,3.926272198
63,64,Peru,Latin America and Caribbean,5.743,2.468676051,2.807516109,2.606134023,1.089396163,0.4803125441,2016,3.020738426
64,65,Turkmenistan,Central and Eastern Europe,5.658,2.677245246,1.96125907,2.599601663,1.692324858,2.583722069,2016,3.859504045
65,66,Mauritius,Sub-Saharan Africa,5.648,2.834756504,2.949910844,3.20676376,2.77099729,0.4722347254,2016,2.814039692
66,67,Libya,Middle East and Northern Africa,5.615,2.644305441,2.331084271,2.826427471,1.281373459,0.9383883963,2016,3.534548355
67,68,Latvia,Central and Eastern Europe,5.56,3.018565078,2.850212245,1.945531655,1.308220284,0.8068742473,2016,3.532652378
68,69,Cyprus,Western Europe,5.546,3.268129336,3.782931189,2.050535882,2.092702508,0.4745037756,2016,2.628233887
69,70,Paraguay,Latin America and Caribbean,5.538,2.215146129,2.598091113,3.213018148,1.896975656,0.671275808,2016,4.130666018
70,71,Romania,Central and Eastern Europe,5.528,2.89914899,3.012885417,2.551234395,0.9665606904,0.06162740314,2016,2.706526609
71,72,Estonia,Central and Eastern Europe,5.517,3.171639748,3.034991142,2.884732266,0.6316502983,1.680821618,2016,3.909542983
72,73,Jamaica,Latin America and Caribbean,5.51,2.214154713,2.650413936,3.029695084,1.668177714,0.3897320605,2016,3.582728492
73,74,Croatia,Central and Eastern Europe,5.488,2.940763687,3.143113091,1.661373956,1.382386513,0.3632295543,2016,2.26063729
75,76,Somalia,Sub-Saharan Africa,5.44,2.940763687,0.5110166,3.945684966,2.041633548,2.829959396,2016,1.249597941
77,78,Turkey,Middle East and Northern Africa,5.389,2.887301566,2.884351328,1.660123078,0.3529832547,1.120729269,2016,3.260969941
78,79,Indonesia,Southeastern Asia,5.314,2.357191293,2.200500053,2.726704727,4.238573728,0.02922536644,2016,3.257549746
79,80,Jordan,Middle East and Northern Africa,5.303,2.470435815,2.70581195,2.503353579,1.069523514,1.206862415,2016,3.205168718
80,81,Azerbaijan,Central and Eastern Europe,5.291,2.785210477,2.429133854,2.454986311,0.4229499801,1.625910604,2016,2.826939775
81,82,Philippines,Southeastern Asia,5.279,2.012996354,2.096300087,3.811980047,1.625357778,1.067088923,2016,3.266918106
82,83,China,Eastern Asia,5.245,2.547444073,3.278466084,3.058534762,0.3718810198,0.2491417108,2016,2.951070544
83,84,Bhutan,Southern Asia,5.196,2.113451606,2.21765873,3.201829742,3.640519457,1.466714042,2016,3.376921982
85,86,Serbia,Central and Eastern Europe,5.177,2.563728085,2.878200945,1.092294133,1.555091088,0.3938163508,2016,3.023489453
86,87,Bosnia and Herzegovina,Central and Eastern Europe,5.163,2.314535609,3.153898545,0.6609498346,2.241409921,0.3938163508,2016,2.392909609
87,88,Montenegro,Central and Eastern Europe,5.161,2.672808659,2.831538257,1.05011176,1.289172537,1.154583498,2016,2.757457772
88,89,Dominican Republic,Latin America and Caribbean,5.155,2.547617571,2.57019155,3.63164519,1.596261219,1.122907558,2016,3.698866414
89,90,Morocco,Middle East and Northern Africa,5.151,2.083411694,2.650503072,1.782222633,0.3039390549,0.7627639116,2016,1.434808929
90,91,Hungary,Central and Eastern Europe,5.145,3.076909925,3.013152825,1.373880584,0.7424121991,0.4058876978,2016,3.463467783
91,92,Pakistan,Southern Asia,5.132,1.705632529,1.796357499,1.016129585,2.338598427,1.259776665,2016,0.971595579
92,93,Lebanon,Middle East and Northern Africa,5.129,2.782608009,3.394788544,1.822667676,1.776764872,0.2778225052,2016,2.386106395
93,94,Portugal,Western Europe,5.123,3.162791358,3.537049575,3.108222401,0.8767213152,0.1380490135,2016,3.508190549
94,95,Macedonia,Central and Eastern Europe,5.121,2.526376477,2.885242687,1.922737885,1.762816522,0.6395998673,2016,2.908503988
95,96,Vietnam,Southeastern Asia,5.061,1.835037136,2.948484669,3.888422568,1.880402616,1.048845759,2016,2.941256071
97,98,Tunisia,Middle East and Northern Africa,5.045,2.422129058,2.655227279,1.636773363,0.2951650925,0.7415256018,2016,1.604703393
98,99,Greece,Western Europe,5.033,3.095350267,3.566731858,0.4045894162,0.2951650925,0.3745748052,2016,2.805786613
99,100,Tajikistan,Central and Eastern Europe,4.996,1.210395323,2.367407185,3.016560869,1.94961943,1.22610396,2016,2.810582321
100,101,Mongolia,Eastern Asia,4.907,2.450111782,2.472141967,2.499809426,2.590118681,0.2981531949,2016,4.051555423
101,102,Laos,Southeastern Asia,4.876,1.686448624,1.706552994,3.625321309,3.230542942,2.035156496,2016,2.043566443
102,103,Nigeria,Sub-Saharan Africa,4.875,1.86425913,0.2276533048,1.93566362,1.741219076,0.2768241231,2016,2.397779669
103,104,Honduras,Latin America and Caribbean,4.871,1.720825983,2.602013096,1.859290592,1.532818722,0.6268024243,2016,2.810359265
104,105,Iran,Middle East and Northern Africa,4.813,2.769967452,2.862691283,1.566654723,2.890008215,0.5055443822,2016,1.44454905
105,106,Zambia,Sub-Saharan Africa,4.795,1.516916444,1.050601283,2.964718941,1.33979155,1.041857085,2016,2.370343758
106,107,Nepal,Southern Asia,4.793,1.106073547,2.23165308,2.572082355,2.861661568,0.636060149,2016,2.591132208
107,108,Palestinian Territories,Middle East and Northern Africa,4.754,1.661217081,2.533422956,1.233087358,0.8364510777,0.9632571863,2016,2.662881949
108,109,Albania,Central and Eastern Europe,4.655,2.367749876,3.253775416,2.214470343,1.26285065,0.4811294021,2016,1.86486126
109,110,Bangladesh,Southern Asia,4.643,1.342798964,2.361613346,2.764300549,1.434730323,1.142058341,2016,0.9200695995
110,111,Sierra Leone,Sub-Saharan Africa,4.635,0.9042955536,2.361613346,2.132398872,1.792063063,0.743885414,2016,2.334654768
111,112,Iraq,Middle East and Northern Africa,4.575,2.663786771,2.276354776,1.727323004,1.46900127,1.237630735,2016,2.201006935
112,113,Namibia,Sub-Saharan Africa,4.574,2.31215621,1.548514893,3.378342473,0.5845558679,0.9437433547,2016,2.615779917
113,114,Cameroon,Sub-Saharan Africa,4.513,1.301159481,0.5659243666,2.969861437,1.700798856,0.5560080584,2016,2.325063352
114,115,Ethiopia,Sub-Saharan Africa,4.508,0.7257910565,1.541072039,2.550608956,2.213888176,1.55838367,2016,1.410161221
115,116,South Africa,Sub-Saharan Africa,4.459,2.538422185,0.8294549052,2.952279658,1.024078888,0.7637622937,2016,3.570869338
116,117,Sri Lanka,Southern Asia,4.415,2.412066183,2.7635275,3.531435995,3.522933363,0.7228286283,2016,3.151895465
117,118,India,Southern Asia,4.404,1.83501235,2.009615342,2.799533602,1.876878032,0.79162623,2016,1.087287388
118,119,Myanmar,Southeastern Asia,4.395,0.8454797841,1.777371534,2.966803737,6.147098018,1.837295319,2016,2.601615849
119,120,Egypt,Middle East and Northern Africa,4.362,2.364403846,2.322705488,1.309738359,0.9528373134,0.9432895447,2016,1.851849649
120,121,Armenia,Central and Eastern Europe,4.36,2.133676498,2.856050652,0.9754760623,0.5844058857,0.3281954194,2016,2.32264691
121,122,Kenya,Sub-Saharan Africa,4.356,1.295458838,1.343591265,2.819756123,3.099233471,0.6068347826,2016,2.834300629
122,123,Ukraine,Central and Eastern Europe,4.324,2.163443771,2.612932254,0.8936130715,1.527044405,0.1660037118,2016,3.770132866
123,124,Ghana,Sub-Saharan Africa,4.276,1.564132644,1.32282258,2.847344924,1.590036955,0.2958841447,2016,1.834748675
124,125,Congo (Kinshasa),Sub-Saharan Africa,4.272,0.1403101858,0.8378782558,1.084232922,1.909124219,0.551379196,2016,2.999213504
125,126,Georgia,Central and Eastern Europe,4.252,2.076818776,2.853911389,2.255818797,0.5088898165,2.893492801,2016,0.7156014272
126,127,Congo (Brazzaville),Sub-Saharan Africa,4.236,1.911177904,1.2573522,2.636433059,0.9056678918,0.8852018598,2016,1.776977122
127,128,Senegal,Sub-Saharan Africa,4.219,1.098340501,1.803087266,2.15818085,1.43255558,1.06019101,2016,2.878019642
128,129,Bulgaria,Central and Eastern Europe,4.217,2.758764448,3.021977288,1.474576232,0.9593615418,0.05581863465,2016,3.440344292
129,130,Mauritania,Sub-Saharan Africa,4.201,1.521600886,1.276382732,0.8811737885,1.701248803,1.629631846,2016,3.128065629
130,131,Zimbabwe,Sub-Saharan Africa,4.193,0.8685054267,0.7108594777,1.767142608,1.387560901,0.778919549,2016,2.657268368
131,132,Malawi,Sub-Saharan Africa,4.156,0.2158561046,1.308694527,2.879103317,2.322325352,0.6865238253,2016,0.5464876606
132,133,Sudan,Sub-Saharan Africa,4.139,1.563190798,1.326298884,2.879103317,1.355614679,0.911159794,2016,3.045757895
133,134,Gabon,Sub-Saharan Africa,4.121,2.87141412,1.557205652,1.952619961,0.4682446234,0.8453573385,2016,2.690355036
134,135,Mali,Sub-Saharan Africa,4.073,0.775584938,0.7285529706,1.914120728,1.579613188,1.238629117,2016,3.209518313
135,136,Haiti,Latin America and Caribbean,4.028,0.845108003,1.225352381,0.8389219223,3.596424671,1.313870822,2016,1.098960662
136,137,Botswana,Sub-Saharan Africa,3.974,2.712167884,1.548826869,3.063885738,0.9317648055,0.9774160595,2016,3.315581531
137,138,Comoros,Sub-Saharan Africa,3.956,0.6818217455,1.336192978,1.071029214,1.370087968,1.673379134,2016,2.242569738
138,139,Ivory Coast,Sub-Saharan Africa,3.916,1.375763555,0.1994863337,2.825802032,1.525169627,1.409533978,2016,2.14044718
139,140,Cambodia,Southeastern Asia,3.907,1.378167739,1.893872266,4.089813865,3.025067243,0.7344461652,2016,1.998211684
140,141,Angola,Sub-Saharan Africa,3.866,2.100092272,0.2224388497,0.04093149538,0.905217945,0.7654867718,2016,2.467224496
141,142,Niger,Sub-Saharan Africa,3.856,0.3289023433,1.165987815,2.643590859,1.572564022,1.558928242,2016,2.250265177
142,143,South Sudan,Sub-Saharan Africa,3.832,0.9763963009,0.703327487,1.366375318,1.942195308,1.181267529,2016,0.6884629243
143,144,Chad,Sub-Saharan Africa,3.763,1.046291147,0.1704280027,0.8899994251,1.399859447,0.4494534615,2016,2.348707308
144,145,Burkina Faso,Sub-Saharan Africa,3.739,0.7930090787,0.9491645326,2.318988117,1.826259019,1.137520241,2016,2.34409748
145,145,Uganda,Sub-Saharan Africa,3.739,0.8605245258,0.8746468495,3.033586703,2.032409639,0.5846888528,2016,3.382312507
146,147,Yemen,Middle East and Northern Africa,3.724,1.436041663,1.383747026,1.589309507,0.7364878998,0.5347697486,2016,1.765601256
147,148,Madagascar,Sub-Saharan Africa,3.695,0.6928512513,1.653873627,0.9509449623,1.652804532,0.6812596288,2016,1.714372685
148,149,Tanzania,Sub-Saharan Africa,3.666,1.16875584,1.591077326,2.207104063,2.360120882,0.4627954766,2016,2.88571508
149,150,Liberia,Sub-Saharan Africa,3.622,0.2653525612,1.032417542,1.789310939,1.804511591,0.4403772607,2016,1.871924706
150,151,Guinea,Sub-Saharan Africa,3.607,0.5555648851,0.8391707276,2.15102305,2.2432847,1.08188313,2016,1.155802814
151,152,Rwanda,Sub-Saharan Africa,3.515,0.8141014596,1.420159076,3.774870678,1.766191123,4.585387384,2016,2.289523066
152,153,Benin,Sub-Saharan Africa,3.484,0.9789987686,0.9371757427,2.76214626,1.513321028,0.6063809726,2016,0.3873370705
153,154,Afghanistan,Southern Asia,3.36,0.9474717316,0.772987259,1.141773292,2.344822691,0.6454993978,2016,0.4103118579
154,155,Togo,Sub-Saharan Africa,3.303,0.697039985,1.105776458,2.409885224,1.313619646,1.051659382,2016,0.4103118579
155,156,Syria,Middle East and Northern Africa,3.069,1.851940783,2.807516109,0.4803370052,3.629345778,1.564101676,2016,0.5526588818
156,157,Burundi,Sub-Saharan Africa,2.905,0.1693091113,0.7018121752,0.3002106283,1.521570053,0.8548873493,2016,0.8714805266
,1,Norway,Western Europe,7.537000179,3.848617237,3.399901682,4.295840406,2.696941318,3.105031719,2017,5.515537189
1,2,Denmark,Western Europe,7.521999836,3.529387412,3.382400101,4.232183473,2.646790718,3.93843737,2017,5.578831036
2,3,Iceland,Western Europe,7.504000187,3.525220877,3.557316959,4.239998142,3.542709161,1.508732281,2017,5.792660162
3,4,Switzerland,Western Europe,7.493999958,3.726040495,3.662212486,4.192051543,2.164552113,3.606644614,2017,5.455790418
4,5,Finland,Western Europe,7.468999863,3.436982573,3.453209732,4.177720956,1.828812852,3.759990375,2017,5.539718017
5,6,Netherlands,Western Europe,7.376999855,3.580723213,3.459775337,3.957552638,3.505084444,2.777767066,2017,5.13938464
6,7,Canada,North America,7.315999985,3.521819531,3.561608221,4.131411194,3.244710957,2.824050019,2017,5.327883879
7,8,New Zealand,Australia and New Zealand,7.31400013,3.346828173,3.485652636,4.151430818,3.724969336,3.762006511,2017,5.568305571
8,9,Sweden,Western Europe,7.28399992,3.557968197,3.545892588,4.143737038,2.871171358,3.777553361,2017,5.316422018
9,10,Australia,Australia and New Zealand,7.28399992,3.534225191,3.601421818,4.067229199,3.558793632,2.959785057,2017,5.431082224
10,11,Israel,Middle East and Northern Africa,7.212999821,3.27463103,3.578023123,2.744728128,2.459070326,0.837688987,2017,4.950024035
11,12,Costa Rica,Latin America and Caribbean,7.078999996,2.642085987,3.241327229,3.92204028,1.598839003,0.9837649176,2017,5.094298659
12,13,Austria,Western Europe,7.006000042,3.540611513,3.479544393,3.838442301,2.357675218,2.172398773,2017,5.250901226
13,14,United States,North America,6.993000031,3.681469637,3.304391986,3.419111341,2.924657856,1.332946034,2017,5.106947738
14,15,Ireland,Western Europe,6.977000237,3.656344976,3.455876826,3.874571999,3.187485588,2.932312434,2017,5.604401453
15,16,Germany,Western Europe,6.951000214,3.542578413,3.409649993,3.802916645,2.505159011,2.719493029,2017,5.296130411
16,17,Belgium,Western Europe,6.890999794,3.48509754,3.491337858,3.649176037,1.724667987,2.469992793,2017,5.259417124
17,18,Luxembourg,Western Europe,6.862999916,4.147372004,3.606554543,4.033564832,2.10965932,3.133241502,2017,5.242408481
18,19,United Kingdom,Western Europe,6.714000225,3.432368447,3.436899886,3.435671525,3.671099626,2.608407908,2017,5.382233075
19,20,Chile,Latin America and Caribbean,6.65199995,2.982739409,3.497260664,2.548039681,2.433590056,0.8086583545,2017,4.618179708
20,21,United Arab Emirates,Middle East and Northern Africa,6.647999763,3.872140848,3.101727683,4.11278139,2.688967799,3.188815547,2017,4.554825836
21,22,Brazil,Latin America and Caribbean,6.635000229,2.636483586,2.631235747,2.957451495,1.209484359,1.091727943,2017,5.147897107
22,23,Czech Republic,Central and Eastern Europe,6.609000206,3.22058471,3.219710412,3.319092604,0.6563832212,0.3623566867,2017,5.157173614
23,24,Argentina,Latin America and Caribbean,6.598999977,2.822055332,2.96660865,3.343248446,0.8154400296,0.5870742976,2017,5.180788916
24,25,Mexico,Latin America and Caribbean,6.578000069,2.745601113,3.029948892,2.790304093,0.9013620636,1.304794385,2017,4.355039237
25,26,Singapore,Southeastern Asia,6.572000027,4.029123009,4.052110611,3.717254284,2.577398921,4.562833598,2017,4.869187318
26,27,Malta,Western Europe,6.52699995,3.198198382,3.507778452,3.980420811,4.281663642,1.50420696,2017,5.353285797
27,28,Uruguay,Latin America and Caribbean,6.453999996,2.898872845,3.069372791,3.917041519,1.30444801,1.749845084,2017,5.07927986
28,29,Guatemala,Latin America and Caribbean,6.453999996,2.076138666,2.305560536,3.591980622,2.111949489,0.7588866295,2017,4.515892036
29,30,Panama,Latin America and Caribbean,6.452000141,2.937416418,3.013634213,3.718513545,1.568620203,0.6975714033,2017,4.938883738
30,31,France,Western Europe,6.441999912,3.406868003,3.603893045,3.178985456,0.966711317,1.695211454,2017,4.991338273
31,32,Thailand,Southeastern Asia,6.423999786,2.685328832,2.762196046,3.922507315,4.262238388,0.3106638638,2017,5.128066839
33,34,Spain,Western Europe,6.402999878,3.296095782,3.793781497,2.76360797,1.416468927,0.6968852028,2017,5.510384432
34,35,Qatar,Middle East and Northern Africa,6.375,4.454082923,3.030457128,4.084290267,2.461984824,4.317070416,2017,4.583191296
35,36,Colombia,Latin America and Caribbean,6.356999874,2.549031474,2.539376804,3.228103268,1.110137304,0.4586218671,2017,5.043151822
36,37,Saudi Arabia,Middle East and Northern Africa,6.343999863,3.644242724,2.518552357,3.040585462,1.099718976,2.687066465,2017,4.627720326
37,38,Trinidad and Tobago,Latin America and Caribbean,6.168000221,3.241235455,2.219111838,3.506257011,2.423413844,0.08809881172,2017,4.964189615
38,39,Kuwait,Middle East and Northern Africa,6.105000019,3.88787633,2.697612178,3.355541851,1.700727558,2.114410433,2017,4.530687025
39,40,Slovakia,Central and Eastern Europe,6.09800005,3.155613156,3.041701658,1.999904697,1.01723758,0.2379242624,2017,5.413161194
40,41,Bahrain,Middle East and Northern Africa,6.086999893,3.543742375,2.787349656,3.628733301,1.28635645,2.525998239,2017,4.758756335
41,42,Malaysia,Southeastern Asia,6.084000111,3.07423885,2.640761483,2.719554199,3.103679157,0.6446696022,2017,4.620413512
42,43,Nicaragua,Latin America and Caribbean,6.071000099,1.755426571,2.787191436,3.025720747,2.247431375,1.284293595,2017,4.629655718
43,44,Ecuador,Latin America and Caribbean,6.007999897,2.382840929,2.926062206,3.077414705,1.118317193,1.377127626,2017,4.625890407
44,45,El Salvador,Latin America and Caribbean,6.002999783,2.166094673,2.543604472,2.923640247,0.5830112149,0.8842585892,2017,4.251682254
45,46,Poland,Central and Eastern Europe,5.97300005,3.075601773,2.985122888,3.517826895,1.18054963,0.5828281571,2017,5.199710227
46,47,Uzbekistan,Central and Eastern Europe,5.971000195,1.872427875,2.126458108,4.450158461,3.099020889,2.422675853,2017,5.571089466
47,48,Italy,Western Europe,5.964000225,3.321496888,3.640929914,1.733761682,1.287259085,0.2754369436,2017,5.196873596
48,49,Russia,Central and Eastern Europe,5.962999821,3.051769645,2.335900798,2.526999552,0.38935828,0.3239319819,2017,5.284484614
49,50,Belize,Latin America and Caribbean,5.955999851,2.161787219,1.921265343,3.701493983,1.788083473,0.9491190384,2017,3.889474048
50,51,Japan,Eastern Asia,5.920000076,3.373515853,3.898404337,3.418334025,0.8982505195,1.609305325,2017,5.165994784
51,52,Lithuania,Central and Eastern Europe,5.90199995,3.129872881,2.684144434,1.583548313,0.07572529253,0.1166057422,2017,5.299711787
52,53,Algeria,Middle East and Northern Africa,5.872000217,2.599606627,2.635641222,1.577490967,0.5172934585,1.435711961,2017,4.122535332
53,54,Latvia,Central and Eastern Europe,5.849999905,3.001700834,2.725186649,2.201982175,1.140386077,0.7256653559,2017,5.052258541
54,55,South Korea,Eastern Asia,5.837999821,3.337238898,3.841807506,1.743706214,1.539695576,0.6218898233,2017,4.058000673
55,56,Moldova,Central and Eastern Europe,5.837999821,1.735359084,2.515636995,1.62747374,1.555375742,0.09916882935,2017,4.502370014
56,57,Romania,Central and Eastern Europe,5.824999809,2.89916859,2.924022649,3.089621272,0.9947050009,0.0431206656,2017,4.136468099
57,58,Bolivia,Latin America and Caribbean,5.822999954,1.985080714,2.021292819,3.77737199,1.680396339,0.5943251647,2017,4.4153078
58,59,Turkmenistan,Central and Eastern Europe,5.822000027,2.692252433,1.868066037,2.827770824,1.861906742,2.54789486,2017,5.370324881
59,60,Kazakhstan,Central and Eastern Europe,5.818999767,3.058384162,2.586379218,2.957455122,1.504607141,1.172213732,2017,4.979081503
61,62,Slovenia,Central and Eastern Europe,5.757999897,3.193260697,3.37498591,3.870958223,1.807702331,0.4434903469,2017,5.22419204
62,63,Peru,Latin America and Caribbean,5.715000153,2.464755068,2.689334647,3.042291206,0.9447894125,0.4623595807,2017,4.383482301
63,64,Mauritius,Sub-Saharan Africa,5.629000187,2.831817172,2.722798856,3.321128576,2.688906742,0.4145255009,2017,4.350359395
64,65,Cyprus,Western Europe,5.620999813,3.228336225,3.60495505,2.400768449,2.02080719,0.4052527877,2017,4.0691101
65,66,Estonia,Central and Eastern Europe,5.611000061,3.144865312,2.966741942,3.239217804,0.7367229259,1.800819125,2017,5.311059172
66,67,Belarus,Central and Eastern Europe,5.568999767,2.753633614,2.721547599,1.997084155,1.15575308,1.536123193,2017,5.196952486
67,68,Libya,Middle East and Northern Africa,5.525000095,2.623269312,2.219904462,3.14863788,1.132927874,0.9100966904,2017,4.882674611
68,69,Turkey,Middle East and Northern Africa,5.5,2.852956662,2.721083878,2.033188063,0.3478567325,0.9794900024,2017,4.811420959
69,70,Paraguay,Latin America and Caribbean,5.493000031,2.220266585,2.472044951,3.201198611,1.669891533,0.8949206169,2017,5.421166017
71,72,Philippines,Southeastern Asia,5.429999828,2.042085472,1.997303471,3.956404595,1.441648355,0.9761518403,2017,4.509894206
72,73,Serbia,Central and Eastern Europe,5.394999981,2.545925021,2.77732764,1.411043009,1.639907522,0.4019685873,2017,4.525259866
73,74,Jordan,Middle East and Northern Africa,5.335999966,2.359489174,2.580184743,2.828779643,1.28264622,1.177327654,2017,4.456560727
74,75,Hungary,Central and Eastern Europe,5.323999882,3.061849936,2.935140501,1.18894359,0.5840815888,0.3600375749,2017,4.830770595
75,76,Jamaica,Latin America and Caribbean,5.31099987,2.20370035,2.735665518,3.206603358,1.741914415,0.543126125,2017,4.920992292
76,77,Croatia,Central and Eastern Europe,5.293000221,2.910769041,2.992860895,1.729175152,1.847588022,0.4235817813,2017,3.481489568
